# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
3.000       140.74335     0.012814981       1809.9722
3.000       144.76459     0.011012158       1692.5040
3.000       148.78583     0.011790277       1967.3379
3.000       152.80707     0.011954618       2160.9080
3.000       156.82831     0.010870003       2124.0917
3.000       160.84954     0.011511858       2427.0302
3.000       164.87078     0.010420236       2365.8048
3.000       168.89202     0.010183561       2485.4058
3.000       172.91326     0.010465692       2741.0887
3.000       176.93450    0.0088659664       2487.9056
3.000       180.95574    0.0098861024       2967.6483
3.000       184.97698    0.0097876233       3138.3439
3.000       188.99821    0.0091209350       3119.4837
3.000       193.01945    0.0095941862       3495.2774
3.000       197.04069    0.0088173469       3417.2437
3.000       201.06193    0.0083411482       3434.6749
3.000       205.08317    0.0077498357       3386.5135
3.000       209.10441    0.0083828211       3882.8447
3.000       213.12565    0.0078367348       3843.3731
3.000       217.14688    0.0076009186       3942.7310
3.000       221.16812    0.0080397452       4406.3616
3.000       225.18936    0.0076392648       4419.4216
3.000       229.21060    0.0070578696       4305.7418
3.000       233.23184    0.0069573392       4471.7441
3.000       237.25308    0.0069052824       4671.8325
3.000       241.27432    0.0076258485       5426.1490
3.000       245.29555    0.0065979844       4933.4483
3.000       249.31679    0.0066002671       5181.8683
3.000       253.33803    0.0068964138       5680.6070
3.000       257.35927    0.0059952838       5177.2537
3.000       265.40175    0.0052666348       4987.8662
3.000       273.44422    0.0059363627       6148.8932
3.000       281.48670    0.0055554788       6277.1919
3.000       289.52918    0.0049465209       6082.0099
3.000       297.57166    0.0053782437       7179.3549
3.000       305.61413    0.0048273704       6980.7356
3.000       313.65661    0.0039107184       6113.5031
3.000       321.69909    0.0041837675       7056.4666
3.000       329.74156    0.0033295679       6047.5466
3.000       337.78404    0.0031915995       6231.5493
3.000       345.82652    0.0043412221       9096.1401
3.000       353.86900    0.0040442144       9078.8738
3.000       361.91147    0.0038102859       9150.2903
3.000       369.95395    0.0037356970       9582.6343
3.000       377.99643    0.0040636966       11118.716
3.000       386.03891    0.0040704721       11863.375
3.000       394.08138    0.0032702010       10139.171
3.000       402.12386    0.0028859872       9507.0150
3.000       410.16634    0.0030175103       10548.703
3.000       418.20881    0.0033163224       12288.717
3.000       426.25129    0.0037876234       14860.526
3.000       434.29377    0.0036391708       15101.618
