# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
3.000       225.18936    0.0066847597       3867.2270
3.000       229.21060    0.0072491082       4422.4093
3.000       233.23184    0.0067003770       4306.5848
3.000       237.25308    0.0073327567       4961.0442
3.000       241.27432    0.0067625881       4811.8987
3.000       245.29555    0.0064563834       4827.5703
3.000       249.31679    0.0062546443       4910.5199
3.000       253.33803    0.0059127821       4870.3852
3.000       257.35927    0.0059682334       5153.8943
3.000       265.40175    0.0057542080       5449.6317
3.000       273.44422    0.0050012076       5180.2582
3.000       281.48670    0.0054023374       6104.1558
3.000       289.52918    0.0051411425       6321.3075
3.000       297.57166    0.0045159617       6028.3047
3.000       305.61413    0.0044275675       6402.5910
3.000       313.65661    0.0036011170       5629.5129
3.000       321.69909    0.0045838151       7731.1988
3.000       329.74156    0.0038444562       6982.7463
3.000       337.78404    0.0033453930       6531.8287
3.000       345.82652    0.0035647563       7469.2155
3.000       353.86900    0.0036453392       8183.4371
3.000       361.91147    0.0040364733       9693.4728
3.000       369.95395    0.0030742222       7885.8503
3.000       377.99643    0.0030654639       8387.4424
3.000       386.03891    0.0032053157       9341.8803
3.000       394.08138    0.0033094785       10260.950
3.000       402.12386    0.0027177132       8952.6871
3.000       410.16634    0.0037705172       13181.087
3.000       418.20881    0.0031233731       11573.739
3.000       426.25129    0.0027055268       10614.981
3.000       434.29377    0.0029085817       12069.862
3.000       442.33625    0.0025343225       11111.936
3.000       450.37872    0.0029270890       13546.895
3.000       458.42120    0.0028258382       13791.504
3.000       466.46368    0.0027627329       14205.701
3.000       474.50615    0.0027384030       14821.534
3.000       482.54863    0.0026597163       15140.103
3.000       490.59111    0.0023462181       14034.523
3.000       498.63359    0.0026648602       16737.449
3.000       506.67606    0.0028333118       18670.494
3.000       514.71854    0.0029168052       20150.560
2.750     0.015707963       1270.2773   0.00024941836
2.750     0.031415927       3016.2252    0.0047378754
2.750     0.047123890       1532.0238    0.0081219284
2.750     0.062831853       1303.5714     0.016381161
2.750     0.078539816       972.42750     0.023866962
2.750     0.094247780       728.92308     0.030914722
2.750      0.10995574       599.53062     0.040377124
2.750      0.12566371       544.26412     0.054715397
2.750      0.14137167       387.33494     0.055442665
2.750      0.15707963       333.52188     0.065486868
2.750      0.17278760       294.94642     0.077081662
2.750      0.18849556       269.33230     0.091382296
2.750      0.20420352       234.33684      0.10108821
2.750      0.21991149       208.06925      0.11210420
2.750      0.23561945       182.92696      0.12122198
2.750      0.25132741       169.66918      0.13645605
2.750      0.26703538       145.61672      0.14047140
2.750      0.28274334       131.33216      0.15038984
2.750      0.29845130       118.15205      0.15912263
2.750      0.31415927       107.10110      0.16823401
2.750      0.32986723       98.059840      0.17831134
2.750      0.34557519       88.429158      0.18488149
2.750      0.36128316       84.018551      0.20071905
2.750      0.37699112       76.200102      0.20683268
2.750      0.39269908       71.131148      0.21822763
