# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.750       7.6654861      0.42428304       9.6815531
2.750       7.7911498      0.41306081       9.8966660
2.750       7.9168135      0.40024493       10.061143
2.750       8.0424772      0.39125148       10.310881
2.750       8.2938046      0.37308301       10.782939
2.750       8.5451320      0.35114266       11.099673
2.750       8.7964594      0.32919984       11.351509
2.750       9.0477868      0.32189847       12.078590
2.750       9.2991143      0.30898492       12.587292
2.750       9.5504417      0.29476751       13.008291
2.750       9.8017691      0.27786518       13.256162
2.750       10.053096      0.26780236       13.784284
2.750       10.304424      0.25624947       14.203795
2.750       10.555751      0.24230098       14.437530
2.750       10.807079      0.23406273       14.966749
2.750       11.058406      0.22642155       15.511923
2.750       11.309734      0.21722624       15.919875
2.750       11.561061      0.20763065       16.253796
2.750       11.812388      0.19991199       16.692533
2.750       12.063716      0.19130503       17.015312
2.750       12.315043      0.18467623       17.473869
2.750       12.566371      0.17827053       17.921708
2.750       12.817698      0.17158434       18.305349
2.750       13.069025      0.16574430       18.742972
2.750       13.320353      0.15919278       19.060786
2.750       13.571680      0.15425949       19.535432
2.750       13.823008      0.14869367       19.896212
2.750       14.074335      0.14427670       20.377463
2.750       14.325663      0.13720185       20.434987
2.750       14.576990      0.13276477       20.833232
2.750       14.828317      0.12762132       21.079927
2.750       15.079645      0.12441206       21.612552
2.750       15.330972      0.11898309       21.720238
2.750       15.582300      0.11585134       22.205777
2.750       15.833627      0.11178750       22.480436
2.750       16.084954      0.10783781       22.735307
2.750       16.587609     0.099228233       22.943354
2.750       17.090264     0.098284981       24.854426
2.750       17.592919     0.090197392       24.881579
2.750       18.095574     0.082829382       24.864043
2.750       18.598229     0.078274433       25.509675
2.750       19.100883     0.074472349       26.292124
2.750       19.603538     0.071914462       27.446684
2.750       20.106193     0.068901879       28.372060
2.750       20.608848     0.063140528       27.998812
2.750       21.111503     0.060849172       29.005634
2.750       21.614157     0.057605009       29.467646
2.750       22.116812     0.055158637       30.230921
2.750       22.619467     0.051616078       30.262331
2.750       23.122122     0.049624233       31.077575
2.750       23.624777     0.048112146       32.138687
2.750       24.127432     0.044939876       31.976830
2.750       24.630086     0.042446500       32.129943
2.750       25.132741     0.041115115       33.066737
2.750       25.635396     0.039557942       33.761679
2.750       26.138051     0.038108979       34.476024
2.750       26.640706     0.036004379       34.487583
2.750       27.143361     0.034650564       35.105197
2.750       27.646015     0.033195179       35.533903
2.750       28.148670     0.031506656       35.599690
2.750       28.651325     0.030218243       36.005894
2.750       29.153980     0.028748292       36.089083
2.750       29.656635     0.027955899       36.941057
2.750       30.159289     0.026979930       37.495089
2.750       30.661944     0.025966385       37.921091
2.750       31.164599     0.024695353       37.867806
2.750       31.667254     0.024155699       38.861636
2.750       32.169909     0.022788261       38.435358
2.750       33.175218     0.021128029       39.081445
2.750       34.180528     0.020159023       40.782707
2.750       35.185838     0.018523592       40.878895
2.750       36.191147     0.016882747       40.543424
2.750       37.196457     0.015291098       39.867008
2.750       38.201767     0.014883822       42.037323
2.750       39.207076     0.013846656       42.277427
2.750       40.212386     0.013039610       42.955065
2.750       41.217696     0.011919074       42.282815
2.750       42.223005     0.011193443       42.685600
2.750       43.228315     0.010604285       43.396685
2.750       44.233625    0.0099085087       43.444633
2.750       45.238934    0.0094121611       44.146543
2.750       46.244244    0.0088110670       44.144013
2.750       47.249554    0.0083925968       44.849721
2.750       48.254863    0.0079599942       45.311274
2.750       49.260173    0.0075204007       45.540630
2.750       50.265482    0.0070866858       45.595607
2.750       51.270792    0.0066336632       45.293278
2.750       52.276102    0.0063678307       46.086248
2.750       53.281411    0.0058797515       45.056390
2.750       54.286721    0.0054608776       44.260216
2.750       55.292031    0.0053692422       45.980202
2.750       56.297340    0.0049405502       44.659022
2.750       57.302650    0.0047853638       45.615174
2.750       58.307960    0.0045540806       45.735613
2.750       59.313269    0.0041725820       44.109357
2.750       60.318579    0.0040145951       44.633949
2.750       61.323889    0.0038539790       45.026549
2.750       62.329198    0.0036754524       45.087451
2.750       63.334508    0.0033888754       43.616124
2.750       64.339818    0.0033772455       45.569301
2.750       66.350437    0.0028676009       42.434621
2.750       68.361056    0.0027095138       43.851850
2.750       70.371675    0.0024837150       43.849605
2.750       72.382295    0.0021486353       41.279081
2.750       74.392914    0.0021423015       44.683334
2.750       76.403533    0.0019690816       44.491218
2.750       78.414153    0.0018969613       46.335312
2.750       80.424772    0.0016547475       43.608537
2.750       82.435391    0.0014555969       41.309743
2.750       84.446011    0.0013781625       42.044394
2.750       86.456630    0.0012497229       40.914654
2.750       88.467249    0.0011642713       40.838711
2.750       90.477868    0.0011169190       41.910131
2.750       92.488488    0.0011295976       45.274853
2.750       94.499107    0.0010380964       44.380382
2.750       96.509726   0.00089177209       40.610411
2.750       98.520346   0.00082456189       39.945816
2.750       100.53096   0.00076459805       39.355279
2.750       102.54158   0.00067222926       36.718737
2.750       104.55220   0.00065317174       37.817883
2.750       106.56282   0.00072661123       44.544031
2.750       108.57344   0.00053614121       34.763242
2.750       110.58406   0.00058238329       39.898518
2.750       112.59468   0.00053318773       38.557070
2.750       114.60530   0.00040602457       30.962547
2.750       116.61592   0.00037276706       29.948930
2.750       118.62654   0.00041710730       35.274724
2.750       120.63716   0.00036859445       32.784030
2.750       122.64778   0.00036743108       34.341969
2.750       124.65840   0.00032897644       32.284916
2.750       126.66902   0.00042232506       43.483882
2.750       128.67964   0.00034768184       37.530273
2.750       132.70087   0.00042827428       50.700658
2.750       136.72211   0.00014985054       19.401926
2.750       140.74335   0.00030757621       43.441684
2.750       144.76459   0.00029422600       45.220809
2.750       148.78583   0.00011812527       19.710506
2.750       152.80707   0.00039806447       71.953843
2.750       156.82831   3.7561489e-05       7.3398368
2.750       160.84954   0.00033976271       71.631735
2.750       164.87078   0.00018508008       42.020482
2.750       168.89202   4.6960397e-05       11.461182
2.750       172.91326  -2.3400286e-05      -6.1288123
2.750       176.93450   1.7875158e-05       5.0160020
2.750       180.95574   9.2219934e-05       27.682935
2.750       184.97698   7.3314029e-06       2.3507712
2.750       188.99821  -7.5429791e-05      -25.798013
2.750       193.01945   3.5540227e-06       1.2947732
2.750       197.04069  -2.4119570e-05      -9.3477607
2.750       201.06193   2.6658020e-05       10.977102
2.750       205.08317   0.00010040314       43.874038
2.750       209.10441   3.1729875e-05       14.696983
2.750       213.12565   2.4554391e-05       12.042220
