# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.750       47.249554     0.031105371       166.22593
2.750       48.254863     0.029944257       170.45395
2.750       49.260173     0.029464460       178.42534
2.750       50.265482     0.028173256       181.26621
2.750       51.270792     0.026002921       177.54256
2.750       52.276102     0.026077457       188.73180
2.750       53.281411     0.025450328       195.02523
2.750       54.286721     0.024488081       198.47501
2.750       55.292031     0.023901548       204.68400
2.750       56.297340     0.023351617       211.08183
2.750       57.302650     0.021858064       208.35603
2.750       58.307960     0.021530204       216.22302
2.750       59.313269     0.020677360       218.58529
2.750       60.318579     0.019232491       213.82530
2.750       61.323889     0.019349140       226.05858
2.750       62.329198     0.018206343       223.34056
2.750       63.334508     0.018187213       234.07640
2.750       64.339818     0.017743424       239.41270
2.750       66.350437     0.016424790       243.05326
2.750       68.361056     0.017549543       284.02879
2.750       70.371675     0.015047856       265.66758
2.750       72.382295     0.014259936       273.95856
2.750       74.392914     0.014130514       294.72904
2.750       76.403533     0.012716614       287.33073
2.750       78.414153     0.011989437       292.85484
2.750       80.424772     0.011663978       307.38770
2.750       82.435391     0.011065088       314.02647
2.750       84.446011     0.010820206       330.09823
2.750       86.456630    0.0092087240       301.48424
2.750       88.467249     0.010100596       354.29486
2.750       90.477868    0.0091541963       343.49274
2.750       92.488488    0.0094185764       377.50140
2.750       94.499107    0.0087766412       375.21632
2.750       96.509726    0.0081969347       373.28023
2.750       98.520346    0.0075019636       363.43186
2.750       100.53096    0.0074507633       383.50460
2.750       102.54158    0.0074244431       405.54048
2.750       104.55220    0.0064452829       373.17438
2.750       106.56282    0.0071291903       437.04647
2.750       108.57344    0.0061651170       399.74441
2.750       110.58406    0.0062750550       429.89798
2.750       112.59468    0.0063659187       460.34663
2.750       114.60530    0.0049478480       377.31209
2.750       116.61592    0.0048938827       393.18536
2.750       118.62654    0.0056513412       477.93338
2.750       120.63716    0.0047186867       419.69587
2.750       122.64778    0.0043660438       408.07256
2.750       124.65840    0.0045372375       445.27302
2.750       126.66902    0.0047557631       489.66793
2.750       128.67964    0.0043085859       465.08730
2.750       132.70087    0.0044725536       529.47707
2.750       136.72211    0.0034586573       447.81029
2.750       140.74335    0.0029761444       420.34696
2.750       144.76459    0.0036471236       560.54149
2.750       148.78583    0.0024253055       404.68901
2.750       152.80707    0.0028425762       513.82200
2.750       156.82831    0.0028811162       562.99479
2.750       160.84954    0.0020735136       437.15621
2.750       164.87078    0.0025372576       576.05760
2.750       168.89202    0.0021174078       516.77580
2.750       172.91326    0.0021919344       574.09360
2.750       176.93450    0.0020501819       575.30773
2.750       180.95574    0.0022485354       674.97402
2.750       184.97698    0.0016911683       542.26317
2.750       188.99821    0.0020889497       714.44919
2.750       193.01945    0.0021555839       785.30511
2.750       197.04069    0.0017058938       661.13482
2.750       201.06193    0.0018518765       762.55614
