# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
3.000       6.4088490      0.46784365       6.2389445
3.000       6.5345127      0.45679932       6.4570675
3.000       6.6601764      0.43767404       6.5505573
3.000       6.7858401      0.42772249       6.7708504
3.000       6.9115038      0.42344570       7.0824848
3.000       7.0371675      0.41282808       7.2884161
3.000       7.1628313      0.39678148       7.3871313
3.000       7.2884950      0.39090122       7.6674483
3.000       7.4141587      0.37085402       7.6570041
3.000       7.5398224      0.36386498       7.9012147
3.000       7.6654861      0.35255576       8.0448355
3.000       7.7911498      0.34783765       8.3339618
3.000       7.9168135      0.33783529       8.4923231
3.000       8.0424772      0.32550842       8.5783152
3.000       8.2938046      0.31508541       9.1066775
3.000       8.5451320      0.29574025       9.3483942
3.000       8.7964594      0.28112008       9.6936166
3.000       9.0477868      0.27987504       10.501746
3.000       9.2991143      0.25700808       10.469882
3.000       9.5504417      0.25317103       11.172610
3.000       9.8017691      0.25038058       11.944949
3.000       10.053096      0.23656446       12.176411
3.000       10.304424      0.22646454       12.552829
3.000       10.555751      0.22204289       13.230449
3.000       10.807079      0.22110475       14.138173
3.000       11.058406      0.21371391       14.641334
3.000       11.309734      0.20563594       15.070456
3.000       11.561061      0.20129643       15.757938
3.000       11.812388      0.19781539       16.517468
3.000       12.063716      0.19010824       16.908866
3.000       12.315043      0.18422643       17.431310
3.000       12.566371      0.17963661       18.059042
3.000       12.817698      0.17667727       18.848684
3.000       13.069025      0.17070638       19.304103
3.000       13.320353      0.16697187       19.992207
3.000       13.571680      0.16335532       20.687328
3.000       13.823008      0.16107957       21.553528
3.000       14.074335      0.15657010       22.113768
3.000       14.325663      0.14916179       22.216314
3.000       14.576990      0.14694314       23.058079
3.000       14.828317      0.14419081       23.816802
3.000       15.079645      0.14154709       24.589208
3.000       15.330972      0.13744826       25.091037
3.000       15.582300      0.13394918       25.674676
3.000       15.833627      0.13006708       26.156455
3.000       16.084954      0.12778413       26.940564
3.000       16.587609      0.12012683       27.775485
3.000       17.090264      0.11594435       29.320148
3.000       17.592919      0.10920857       30.125945
3.000       18.095574      0.10448085       31.363463
3.000       18.598229      0.10264267       33.451294
3.000       19.100883     0.096102807       33.928658
3.000       19.603538     0.094392964       36.025770
3.000       20.106193     0.088712729       36.529669
3.000       20.608848     0.087902482       38.979165
3.000       21.111503     0.083073076       39.599344
3.000       21.614157     0.079390565       40.611973
3.000       22.116812     0.076166028       41.744490
3.000       22.619467     0.074870643       43.896402
3.000       23.122122     0.071696777       44.900684
3.000       23.624777     0.070742958       47.255963
3.000       24.127432     0.067613952       48.110499
3.000       24.630086     0.064405289       48.751681
3.000       25.132741     0.062892459       50.581117
3.000       25.635396     0.061713956       52.671264
3.000       26.138051     0.058689700       53.094770
3.000       26.640706     0.058280204       55.824970
3.000       27.143361     0.055266912       55.992042
3.000       27.646015     0.054994525       58.869093
3.000       28.148670     0.053398221       60.335192
3.000       28.651325     0.051995352       61.953938
3.000       29.153980     0.050290571       63.132120
3.000       29.656635     0.047964139       63.380041
3.000       30.159289     0.047984352       66.685777
3.000       30.661944     0.046417072       67.787102
3.000       31.164599     0.045384609       69.592668
3.000       31.667254     0.043021070       69.212205
3.000       32.169909     0.043844937       73.950173
3.000       33.175218     0.040453138       74.827949
3.000       34.180528     0.039828531       80.575101
3.000       35.185838     0.037230781       82.162964
3.000       36.191147     0.036963435       88.766611
3.000       37.196457     0.033825097       88.188922
3.000       38.201767     0.032943418       93.044190
3.000       39.207076     0.030582412       93.376022
3.000       40.212386     0.030362398       100.01977
3.000       41.217696     0.028597069       101.44786
3.000       42.223005     0.029265126       111.60100
3.000       43.228315     0.027382846       112.06081
3.000       44.233625     0.026731556       117.20660
3.000       45.238934     0.026087922       122.36208
3.000       46.244244     0.023347870       116.97433
3.000       47.249554     0.023079074       123.33370
3.000       48.254863     0.022972660       130.76900
3.000       49.260173     0.022187553       134.35921
3.000       50.265482     0.021712114       139.69534
3.000       51.270792     0.021603522       147.50437
3.000       52.276102     0.019892641       143.97010
3.000       53.281411     0.019172838       146.92098
3.000       54.286721     0.018478138       149.76464
3.000       55.292031     0.017682417       151.42567
3.000       56.297340     0.017584544       158.95164
3.000       57.302650     0.016138618       153.83697
3.000       58.307960     0.017329929       174.04060
3.000       59.313269     0.016532714       174.77126
3.000       60.318579     0.015869352       176.43419
3.000       61.323889     0.015201784       177.60446
3.000       62.329198     0.014797346       181.52177
3.000       63.334508     0.014389208       185.19462
3.000       64.339818     0.014024166       189.22860
3.000       66.350437     0.013617858       201.51641
3.000       68.361056     0.012958137       209.71965
3.000       70.371675     0.013637443       240.76696
3.000       72.382295     0.012779206       245.51113
3.000       74.392914     0.011196136       233.52486
3.000       76.403533     0.010824139       244.57043
3.000       78.414153     0.010525963       257.10793
3.000       80.424772     0.010038831       264.55923
3.000       82.435391    0.0098125916       278.48069
3.000       84.446011    0.0092296031       281.57280
3.000       86.456630    0.0088330980       289.18663
3.000       88.467249    0.0091579884       321.23135
3.000       90.477868    0.0081251909       304.88139
3.000       92.488488    0.0071566009       286.84025
3.000       94.499107    0.0080900399       345.86295
3.000       96.509726    0.0070306857       320.17041
3.000       98.520346    0.0063767061       308.91887
3.000       100.53096    0.0062607920       322.25457
3.000       102.54158    0.0056758574       310.02863
3.000       104.55220    0.0062874937       364.03856
3.000       106.56282    0.0056284163       345.04332
3.000       108.57344    0.0059381481       385.02781
3.000       110.58406    0.0051701601       354.20269
3.000       112.59468    0.0051481140       372.28200
3.000       114.60530    0.0048670003       371.14682
3.000       116.61592    0.0048957967       393.33913
3.000       118.62654    0.0044754628       378.48946
3.000       120.63716    0.0045461511       404.34997
3.000       122.64778    0.0041911629       391.72730
3.000       124.65840    0.0038887972       381.63673
3.000       126.66902    0.0035641137       366.97205
3.000       128.67964    0.0046889644       506.14699
3.000       132.70087    0.0032846526       388.84906
3.000       136.72211    0.0031295097       405.19384
3.000       140.74335    0.0035904824       507.11531
3.000       144.76459    0.0023658544       363.61795
3.000       148.78583    0.0019509331       325.53474
3.000       152.80707    0.0026680665       482.27776
3.000       156.82831    0.0018119880       354.07799
3.000       160.84954    0.0026064116       549.50641
3.000       164.87078    0.0024158958       548.50370
3.000       168.89202    0.0028044084       684.44556
3.000       172.91326    0.0023233994       608.52585
3.000       176.93450    0.0018924653       531.05041
3.000       180.95574    0.0017924012       538.04990
3.000       184.97698    0.0026986211       865.29698
3.000       188.99821    0.0017748326       607.01688
3.000       193.01945    0.0017626071       642.13894
3.000       197.04069    0.0020806216       806.36399
3.000       201.06193    0.0015331674       631.31976
3.000       205.08317    0.0016599756       725.37405
3.000       209.10441    0.0012775341       591.74190
3.000       213.12565    0.0015470785       758.73436
3.000       217.14688    0.0013126876       680.91428
3.000       221.16812    0.0015672087       858.94368
3.000       225.18936   0.00091642014       530.16187
3.000       229.21060   0.00079499631       484.99746
3.000       233.23184    0.0013400389       861.29347
3.000       237.25308    0.0010131953       685.48660
3.000       241.27432    0.0011313753       805.02659
3.000       245.29555    0.0012672481       947.54736
3.000       249.31679    0.0012720031       998.64933
3.000       253.33803    0.0012737633       1049.2046
3.000       257.35927    0.0014037540       1212.2179
3.000       265.40175    0.0011931067       1129.9543
3.000       273.44422   0.00090692754       939.39688
3.000       281.48670   0.00033015629       373.04694
3.000       289.52918   0.00041580321       511.25211
3.000       297.57166   0.00089410689       1193.5329
3.000       305.61413    0.0011897976       1720.5355
3.000       313.65661    0.0012284044       1920.3260
3.000       321.69909   0.00057426576       968.57370
3.000       329.74156   0.00073066114       1327.1113
3.000       337.78404   0.00051994432       1015.1833
3.000       345.82652    0.0011026049       2310.2823
3.000       353.86900    0.0015126056       3395.6545
3.000       361.91147    0.0010226424       2455.8459
3.000       369.95395   0.00023532361       603.64105
3.000       377.99643   0.00061974577       1695.6918
3.000       386.03891    0.0011416952       3327.4661
3.000       394.08138   0.00064345446       1995.0135
3.000       402.12386   0.00048334601       1592.2378
3.000       410.16634   0.00065524617       2290.6292
3.000       418.20881   0.00065527522       2428.1390
3.000       426.25129   0.00073716515       2892.2257
3.000       434.29377   0.00022467572       932.34616
3.000       442.33625   0.00058876386       2581.4813
3.000       450.37872   0.00058159737       2691.6977
3.000       458.42120   0.00040947310       1998.4336
3.000       466.46368   0.00040577849       2086.4730
3.000       474.50615   0.00093925788       5083.7087
3.000       482.54863   0.00015858847       902.74508
3.000       490.59111   0.00053596572       3206.0205
3.000       498.63359   1.2879175e-05       80.891499
3.000       506.67606   0.00072123710       4752.6899
3.000       514.71854   0.00064011350       4422.1827
2.750     0.015707963       1274.8410   0.00025031444
2.750     0.031415927       3085.7123    0.0048470255
2.750     0.047123890       1591.1687    0.0084354816
2.750     0.062831853       1245.6499     0.015653298
2.750     0.078539816       925.25548     0.022709186
2.750     0.094247780       747.06669     0.031684220
2.750      0.10995574       603.26225     0.040628441
2.750      0.12566371       513.20894     0.051593390
2.750      0.14137167       371.64516     0.053196847
2.750      0.15707963       333.92554     0.065566126
2.750      0.17278760       287.57275     0.075154620
2.750      0.18849556       253.64360     0.086059246
2.750      0.20420352       223.60022     0.096456651
2.750      0.21991149       202.27634      0.10898308
2.750      0.23561945       174.99721      0.11596710
2.750      0.25132741       159.35589      0.12816161
2.750      0.26703538       137.46636      0.13260902
2.750      0.28274334       124.73126      0.14283108
2.750      0.29845130       111.33002      0.14993498
2.750      0.31415927       100.00463      0.15708690
2.750      0.32986723       91.647688      0.16665152
2.750      0.34557519       82.727744      0.17296137
2.750      0.36128316       78.232519      0.18689630
2.750      0.37699112       70.556464      0.19151395
2.750      0.39269908       65.840855      0.20199721
2.750      0.40840704       62.421689      0.21541972
2.750      0.42411501       57.671385      0.22288537
2.750      0.43982297       54.187292      0.23356160
2.750      0.45553093       50.446950      0.24157879
2.750      0.47123890       47.625588      0.25248408
2.750      0.48694686       43.696769      0.25560203
2.750      0.50265482       41.861985      0.26933925
2.750      0.51836279       39.300055      0.27730957
2.750      0.53407075       37.380827      0.28847989
2.750      0.54977871       35.604089      0.29973255
2.750      0.56548668       34.127231      0.31263561
2.750      0.58119464       31.992556      0.31818815
2.750      0.59690260       30.271967      0.32615295
2.750      0.61261057       28.850142      0.33602505
2.750      0.62831853       27.504372      0.34563014
2.750      0.64402649       26.209628      0.35468458
2.750      0.65973446       24.698314      0.35928994
2.750      0.67544242       24.157706      0.37712988
2.750      0.69115038       23.117948      0.38666708
2.750      0.70685835       22.501708      0.40260847
2.750      0.72256631       21.011526      0.40156973
2.750      0.73827427       20.609293      0.42013277
2.750      0.75398224       19.743787      0.42873017
2.750      0.76969020       19.208079      0.44371290
2.750      0.78539816       18.359783      0.45061687
2.750      0.80110613       17.669680      0.46022384
2.750      0.81681409       17.088303      0.47177928
2.750      0.83252205       16.414769      0.47983540
2.750      0.84823002       15.885200      0.49113835
2.750      0.86393798       15.386446      0.50263909
2.750      0.87964594       14.844172      0.51185852
2.750      0.89535391       14.375617      0.52273423
2.750      0.91106187       14.079186      0.53937574
2.750      0.92676983       13.489652      0.54398469
2.750      0.94247780       13.013178      0.55190843
2.750      0.95818576       12.626401      0.56272857
2.750      0.97389372       12.453730      0.58277969
2.750      0.98960169       12.042009      0.59122185
2.750       1.0053096       11.690367      0.60172487
2.750       1.0367256       11.284252      0.63699275
2.750       1.0681415       10.338159      0.63826327
2.750       1.0995574       10.008675      0.67406319
2.750       1.1309734       9.2884987      0.68072689
2.750       1.1623893       8.9190364      0.70964800
2.750       1.1938052       8.6187211      0.74287115
2.750       1.2252211       8.2652000      0.77013536
2.750       1.2566371       7.9530254      0.79952532
2.750       1.2880530       7.5161911      0.81370927
2.750       1.3194689       7.2147835      0.83963600
2.750       1.3508848       7.0177270      0.87643904
2.750       1.3823008       6.7349212      0.90117768
2.750       1.4137167       6.5787062      0.94166822
2.750       1.4451326       6.1873508      0.94601520
2.750       1.4765485       5.9527588      0.97080440
2.750       1.5079645       5.8375186       1.0140792
2.750       1.5393804       5.5940062       1.0337870
2.750       1.5707963       5.4552968       1.0711450
2.750       1.6022123       5.2301523       1.0897948
2.750       1.6336282       5.0231056       1.1094359
2.750       1.6650441       4.8787239       1.1409162
2.750       1.6964600       4.7870113       1.1840379
2.750       1.7278760       4.6811324       1.2233729
2.750       1.7592919       4.4521894       1.2281675
2.750       1.7907078       4.4205136       1.2859295
2.750       1.8221237       4.2684894       1.3082118
2.750       1.8535397       4.1607262       1.3422860
2.750       1.8849556       4.0434147       1.3718983
2.750       1.9163715       3.9342909       1.4027357
2.750       1.9477874       3.8316372       1.4344299
2.750       1.9792034       3.7084288       1.4565704
2.750       2.0106193       3.6517378       1.5036937
2.750       2.0734512       3.4239585       1.5462516
2.750       2.1362830       3.3290598       1.6442513
2.750       2.1991149       3.1771529       1.7117964
2.750       2.2619467       3.0122847       1.7660922
2.750       2.3247786       2.9349158       1.8681455
2.750       2.3876104       2.7526418       1.8980618
2.750       2.4504423       2.6328063       1.9625584
2.750       2.5132741       2.5690071       2.0661181
2.750       2.5761060       2.4830588       2.1505445
2.750       2.6389378       2.3626986       2.1997132
2.750       2.7017697       2.2860356       2.2840111
2.750       2.7646015       2.2403369       2.3981769
2.750       2.8274334       2.1436351       2.4546991
2.750       2.8902652       2.1026432       2.5718696
2.750       2.9530971       1.9977244       2.6063877
2.750       3.0159289       1.9704165       2.7383667
2.750       3.0787608       1.8750763       2.7721520
2.750       3.1415927       1.8642562       2.9283668
2.750       3.2044245       1.8050138       3.0088527
2.750       3.2672564       1.7394399       3.0734725
2.750       3.3300882       1.6772516       3.1378754
2.750       3.3929201       1.6294034       3.2241836
2.750       3.4557519       1.5820307       3.3075989
2.750       3.5185838       1.5599444       3.4425723
2.750       3.5814156       1.5121316       3.5190386
2.750       3.6442475       1.4755990       3.6179471
2.750       3.7070793       1.4330834       3.6985999
2.750       3.7699112       1.4088796       3.8241727
2.750       3.8327430       1.3636952       3.8897051
2.750       3.8955749       1.3323709       3.9903415
2.750       3.9584067       1.2936364       4.0648428
2.750       4.0212386       1.2789796       4.2132129
2.750       4.1469023       1.2120762       4.3789661
2.750       4.2725660       1.1811915       4.6672054
2.750       4.3982297       1.1011733       4.7463490
2.750       4.5238934       1.0864919       5.0960518
2.750       4.6495571       1.0262374       5.2258010
2.750       4.7752208      0.98952985       5.4585783
2.750       4.9008845      0.95794850       5.7126265
2.750       5.0265482      0.92410448       5.9456714
2.750       5.1522120      0.87880144       6.0889468
2.750       5.2778757      0.84320350       6.2802961
2.750       5.4035394      0.81918135       6.5476472
2.750       5.5292031      0.78027551       6.6819905
2.750       5.6548668      0.76220077       6.9824330
2.750       5.7805305      0.74588089       7.2986549
2.750       5.9061942      0.71659155       7.4793715
2.750       6.0318579      0.69848119       7.7656583
2.750       6.1575216      0.66587121       7.8755035
2.750       6.2831853      0.64237975       8.0723820
2.750       6.4088490      0.62240710       8.3001305
2.750       6.5345127      0.60741303       8.5860613
2.750       6.6601764      0.59592146       8.9190067
2.750       6.7858401      0.57349428       9.0784189
2.750       6.9115038      0.55893741       9.3486973
2.750       7.0371675      0.55339498       9.7701031
2.750       7.1628313      0.52916549       9.8518078
2.750       7.2884950      0.51223806       10.047446
2.750       7.4141587      0.49789779       10.280070
2.750       7.5398224      0.48450291       10.520830
2.750       7.6654861      0.47192208       10.768610
2.750       7.7911498      0.45925452       11.003437
2.750       7.9168135      0.45045751       11.323360
2.750       8.0424772      0.43334958       11.420317
2.750       8.2938046      0.41962038       12.127973
2.750       8.5451320      0.39223094       12.398480
2.750       8.7964594      0.37659021       12.985629
2.750       9.0477868      0.36443289       13.674609
2.750       9.2991143      0.34871940       14.205977
2.750       9.5504417      0.33809509       14.920366
2.750       9.8017691      0.32429038       15.470976
2.750       10.053096      0.31659555       16.295760
2.750       10.304424      0.29979772       16.617655
2.750       10.555751      0.29251108       17.429303
2.750       10.807079      0.27592134       17.643327
2.750       11.058406      0.27216662       18.645873
2.750       11.309734      0.26771467       19.620025
2.750       11.561061      0.26002226       20.355129
2.750       11.812388      0.25035542       20.904530
2.750       12.063716      0.24241056       21.560810
2.750       12.315043      0.23740730       22.463227
2.750       12.566371      0.22851267       22.972600
2.750       12.817698      0.22184048       23.666889
2.750       13.069025      0.21637729       24.468736
2.750       13.320353      0.21178471       25.357828
2.750       13.571680      0.20054461       25.396982
2.750       13.823008      0.19897465       26.624144
2.750       14.074335      0.19033752       26.883036
2.750       14.325663      0.18755294       27.934331
2.750       14.576990      0.18186448       28.537879
2.750       14.828317      0.18018146       29.761579
2.750       15.079645      0.17383537       30.198247
2.750       15.330972      0.17007611       31.047216
2.750       15.582300      0.16453330       31.536880
2.750       15.833627      0.16085539       32.347976
2.750       16.084954      0.15361969       32.387441
2.750       16.587609      0.14448552       33.407653
2.750       17.090264      0.14084194       35.616281
2.750       17.592919      0.13291301       36.664981
2.750       18.095574      0.12906206       38.742345
2.750       18.598229      0.12074915       39.352205
2.750       19.100883      0.11664997       41.182739
2.750       19.603538      0.11253499       42.949808
2.750       20.106193      0.10848475       44.671289
2.750       20.608848      0.10301228       45.679401
2.750       21.111503     0.098616547       47.008619
2.750       21.614157     0.095853265       49.033411
2.750       22.116812     0.093823318       51.421962
2.750       22.619467     0.089417715       52.425301
2.750       23.122122     0.088011184       55.117712
2.750       23.624777     0.084433624       56.401263
2.750       24.127432     0.080497551       57.277783
2.750       24.630086     0.078630095       59.519170
2.750       25.132741     0.074219792       59.691099
2.750       25.635396     0.073559618       62.781230
2.750       26.138051     0.070882450       64.125177
2.750       26.640706     0.068251794       65.376476
2.750       27.143361     0.067480444       68.365821
2.750       27.646015     0.063923529       68.427179
2.750       28.148670     0.064361693       72.722930
2.750       28.651325     0.061399960       73.159795
2.750       29.153980     0.057924227       72.715007
2.750       29.656635     0.057986318       76.623395
2.750       30.159289     0.055966459       77.778830
2.750       30.661944     0.055968339       81.735692
2.750       31.164599     0.053023209       81.305682
2.750       31.667254     0.051903247       83.501831
2.750       32.169909     0.049808530       84.008547
2.750       33.175218     0.048925854       90.500306
2.750       34.180528     0.044997333       91.031843
2.750       35.185838     0.043494667       95.986455
2.750       36.191147     0.040457620       97.157795
2.750       37.196457     0.039084355       101.90088
2.750       38.201767     0.037530880       106.00085
2.750       39.207076     0.036504327       111.45716
2.750       40.212386     0.034115893       112.38453
2.750       41.217696     0.034969235       124.05307
2.750       42.223005     0.033328568       127.09672
2.750       43.228315     0.030862022       126.29890
2.750       44.233625     0.029941493       131.28082
2.750       45.238934     0.027951218       131.10163
2.750       46.244244     0.027880544       139.68332
2.750       47.249554     0.026572216       142.00092
2.750       48.254863     0.025058971       142.64507
2.750       49.260173     0.024749808       149.87524
2.750       50.265482     0.023804031       153.15470
2.750       51.270792     0.023808965       162.56268
2.750       52.276102     0.022591541       163.50299
2.750       53.281411     0.021188915       162.37013
2.750       54.286721     0.021135755       171.30453
2.750       55.292031     0.020525988       175.77696
2.750       56.297340     0.020425399       184.63092
2.750       57.302650     0.019685818       187.64968
2.750       58.307960     0.018165140       182.42844
2.750       59.313269     0.017160520       181.40794
2.750       60.318579     0.017420733       193.68232
2.750       61.323889     0.017289244       201.99253
2.750       62.329198     0.016971002       208.18640
2.750       63.334508     0.016424376       211.38801
2.750       64.339818     0.016670572       224.93666
2.750       66.350437     0.014557405       215.41978
2.750       68.361056     0.014608259       236.42587
2.750       70.371675     0.014065857       248.33054
2.750       72.382295     0.012696408       243.92043
2.750       74.392914     0.012041916       251.16583
2.750       76.403533     0.011058026       249.85508
2.750       78.414153     0.011957989       292.08668
2.750       80.424772     0.010974995       289.23050
2.750       82.435391     0.010447497       296.49926
2.750       84.446011     0.010609871       323.68142
2.750       86.456630    0.0094269468       308.62864
2.750       88.467249    0.0088418776       310.14324
2.750       90.477868    0.0082552731       309.76246
2.750       92.488488    0.0080733711       323.58487
2.750       94.499107    0.0088042392       376.39618
2.750       96.509726    0.0079064530       360.05198
2.750       98.520346    0.0083127321       402.70945
2.750       100.53096    0.0075755021       389.92514
2.750       102.54158    0.0076304661       416.79394
2.750       104.55220    0.0067309353       389.71332
2.750       106.56282    0.0066591562       408.23159
2.750       108.57344    0.0062808355       407.24757
2.750       110.58406    0.0055373490       379.35845
2.750       112.59468    0.0051557935       372.83734
2.750       114.60530    0.0052154076       397.71560
2.750       116.61592    0.0049742791       399.64458
2.750       118.62654    0.0055027607       465.36794
2.750       120.63716    0.0053780961       478.34596
2.750       122.64778    0.0044874151       419.41653
2.750       124.65840    0.0049241192       483.24061
2.750       126.66902    0.0044119125       454.26402
2.750       128.67964    0.0046112289       497.75589
2.750       132.70087    0.0041118603       486.77689
2.750       136.72211    0.0038777563       502.07322
