# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.750       6.9115038      0.59883460       10.016011
2.750       7.0371675      0.59277780       10.465401
2.750       7.1628313      0.56709284       10.557925
2.750       7.2884950      0.54982319       10.784671
2.750       7.4141587      0.53394176       11.024268
2.750       7.5398224      0.51992463       11.290001
2.750       7.6654861      0.50666202       11.561327
2.750       7.7911498      0.49371952       11.829196
2.750       7.9168135      0.48478667       12.186309
2.750       8.0424772      0.46665918       12.298144
2.750       8.2938046      0.45175625       13.056772
2.750       8.5451320      0.42247531       13.354509
2.750       8.7964594      0.40815936       14.074200
2.750       9.0477868      0.39290756       14.743063
2.750       9.2991143      0.37600889       15.317685
2.750       9.5504417      0.36565565       16.136633
2.750       9.8017691      0.34996244       16.695718
2.750       10.053096      0.34307437       17.658674
2.750       10.304424      0.32438452       17.980490
2.750       10.555751      0.31670567       18.870940
2.750       10.807079      0.29768403       19.034906
2.750       11.058406      0.29415390       20.152201
2.750       11.309734      0.28965213       21.227757
2.750       11.561061      0.28077289       21.979535
2.750       11.812388      0.27107305       22.634440
2.750       12.063716      0.26093299       23.208258
2.750       12.315043      0.25733754       24.349006
2.750       12.566371      0.24704802       24.835976
2.750       12.817698      0.23965514       25.567432
2.750       13.069025      0.23383917       26.443390
2.750       13.320353      0.22841655       27.349225
2.750       13.571680      0.21622072       27.382206
2.750       13.823008      0.21519269       28.794227
2.750       14.074335      0.20567999       29.049989
2.750       14.325663      0.20214915       30.108306
2.750       14.576990      0.19593535       30.745858
2.750       14.828317      0.19476928       32.171130
2.750       15.079645      0.18807806       32.672452
2.750       15.330972      0.18303145       33.412200
2.750       15.582300      0.17773598       34.067500
2.750       15.833627      0.17381904       34.954962
2.750       16.084954      0.16539001       34.868962
2.750       16.587609      0.15657522       36.203010
2.750       17.090264      0.15240291       38.539834
2.750       17.592919      0.14254608       39.322330
2.750       18.095574      0.13979178       41.963236
2.750       18.598229      0.13062186       42.569726
2.750       19.100883      0.12601194       44.487941
2.750       19.603538      0.12196364       46.548322
2.750       20.106193      0.11784552       48.525817
2.750       20.608848      0.11062192       49.053791
2.750       21.111503      0.10711894       51.061548
2.750       21.614157      0.10315801       52.770129
2.750       22.116812      0.10112035       55.421264
2.750       22.619467     0.096767606       56.734517
2.750       23.122122     0.094999995       59.494511
2.750       23.624777     0.091003417       60.789854
2.750       24.127432     0.087049852       61.940053
2.750       24.630086     0.085542956       64.751871
2.750       25.132741     0.080845320       65.019664
2.750       25.635396     0.079422508       67.785054
2.750       26.138051     0.076545970       69.248790
2.750       26.640706     0.073880196       70.767764
2.750       27.143361     0.072649499       73.602697
2.750       27.646015     0.069081695       73.948757
2.750       28.148670     0.069175040       78.161579
2.750       28.651325     0.066930897       79.750063
2.750       29.153980     0.062812821       78.851890
2.750       29.656635     0.062608297       82.730901
2.750       30.159289     0.060622011       84.248837
2.750       30.661944     0.060648579       88.570676
2.750       31.164599     0.057503212       88.175310
2.750       31.667254     0.056666597       91.165099
2.750       32.169909     0.054076445       91.206939
2.750       33.175218     0.052844608       97.748998
2.750       34.180528     0.048297664       97.708577
2.750       35.185838     0.047271691       104.32180
2.750       36.191147     0.044175025       106.08503
2.750       37.196457     0.042533122       110.89252
2.750       38.201767     0.041045811       115.92829
2.750       39.207076     0.040012280       122.16785
2.750       40.212386     0.036873223       121.46772
2.750       41.217696     0.037685905       133.69043
2.750       42.223005     0.036175092       137.95179
2.750       43.228315     0.033112939       135.51049
2.750       44.233625     0.032410158       142.10488
2.750       45.238934     0.030704205       144.01416
2.750       46.244244     0.030362641       152.11879
2.750       47.249554     0.028856519       154.20815
2.750       48.254863     0.027413683       156.04897
2.750       49.260173     0.027060949       163.87061
2.750       50.265482     0.026033368       167.49821
2.750       51.270792     0.025620684       174.93273
2.750       52.276102     0.025134594       181.90797
2.750       53.281411     0.023556895       180.51590
2.750       54.286721     0.023065620       186.94602
2.750       55.292031     0.022821467       195.43459
2.750       56.297340     0.022161503       200.32406
2.750       57.302650     0.021221684       202.28991
2.750       58.307960     0.019972548       200.57983
2.750       59.313269     0.019067262       201.56456
2.750       60.318579     0.019110449       212.46846
2.750       61.323889     0.018767071       219.25818
2.750       62.329198     0.018500034       226.94333
2.750       63.334508     0.017700173       227.80800
2.750       64.339818     0.018236183       246.06151
2.750       66.350437     0.015685505       232.11335
2.750       68.361056     0.015462158       250.24572
2.750       70.371675     0.015380718       271.54421
2.750       72.382295     0.013273687       255.01098
2.750       74.392914     0.013269265       276.76542
2.750       76.403533     0.012105909       273.53192
2.750       78.414153     0.012779767       312.15949
2.750       80.424772     0.011858190       312.50588
2.750       82.435391     0.011498073       326.31456
2.750       84.446011     0.011485203       350.38569
2.750       86.456630     0.010132839       331.73882
2.750       88.467249    0.0096250929       337.61580
2.750       90.477868    0.0091603651       343.72421
2.750       92.488488    0.0089136545       357.26386
2.750       94.499107    0.0096126831       410.95853
2.750       96.509726    0.0085254571       388.24081
2.750       98.520346    0.0090051372       436.25295
2.750       100.53096    0.0081079486       417.33115
2.750       102.54158    0.0080861984       441.68710
2.750       104.55220    0.0077132006       446.58533
2.750       106.56282    0.0070623889       432.95129
2.750       108.57344    0.0068470876       443.96319
2.750       110.58406    0.0061358685       420.36245
2.750       112.59468    0.0058193861       420.82454
2.750       114.60530    0.0056323285       429.50907
2.750       116.61592    0.0057666055       463.30184
2.750       118.62654    0.0061461657       519.78064
2.750       120.63716    0.0054211710       482.17719
2.750       122.64778    0.0048891838       456.96787
2.750       124.65840    0.0055330071       542.99533
2.750       126.66902    0.0050652744       521.53616
2.750       128.67964    0.0048570018       524.28566
2.750       132.70087    0.0039815444       471.34963
2.750       136.72211    0.0040217504       520.71688
2.750       140.74335    0.0034382950       485.62055
2.750       144.76459    0.0037502243       576.38747
