# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.750       1.9477874       4.5394232       1.6994000
2.750       1.9792034       4.3929927       1.7254485
2.750       2.0106193       4.3181954       1.7781242
2.750       2.0734512       4.0521363       1.8299353
2.750       2.1362830       3.9926412       1.9719999
2.750       2.1991149       3.7921853       2.0431655
2.750       2.2619467       3.6171837       2.1207424
2.750       2.3247786       3.5569224       2.2640678
2.750       2.3876104       3.3381077       2.3017651
2.750       2.4504423       3.2076496       2.3910607
2.750       2.5132741       3.1425158       2.5273612
2.750       2.5761060       3.0342398       2.6279152
2.750       2.6389378       2.9018992       2.7017182
2.750       2.7017697       2.8134176       2.8109262
2.750       2.7646015       2.7690051       2.9640918
2.750       2.8274334       2.6580957       3.0438133
2.750       2.8902652       2.6074657       3.1893485
2.750       2.9530971       2.4900618       3.2487295
2.750       3.0159289       2.4618538       3.4213369
2.750       3.0787608       2.3555126       3.4824392
2.750       3.1415927       2.3337000       3.6657674
2.750       3.2044245       2.2674045       3.7796309
2.750       3.2672564       2.2024773       3.8916281
2.750       3.3300882       2.1161071       3.9589053
2.750       3.3929201       2.0639231       4.0839898
2.750       3.4557519       2.0070305       4.1961587
2.750       3.5185838       1.9893471       4.3902021
2.750       3.5814156       1.9269629       4.4844356
2.750       3.6442475       1.8910587       4.6365918
2.750       3.7070793       1.8396667       4.7479381
2.750       3.7699112       1.8246639       4.9527511
2.750       3.8327430       1.7653612       5.0353879
2.750       3.8955749       1.7201757       5.1517850
2.750       3.9584067       1.6808650       5.2815858
2.750       4.0212386       1.6529199       5.4450466
2.750       4.1469023       1.5908195       5.7472828
2.750       4.2725660       1.5411755       6.0895989
2.750       4.3982297       1.4546026       6.2697230
2.750       4.5238934       1.4288238       6.7017162
2.750       4.6495571       1.3540420       6.8950458
2.750       4.7752208       1.3204911       7.2842713
2.750       4.9008845       1.2844207       7.6595098
2.750       5.0265482       1.2274617       7.8974664
2.750       5.1522120       1.1873825       8.2270105
2.750       5.2778757       1.1358933       8.4602902
2.750       5.4035394       1.1065087       8.8442304
2.750       5.5292031       1.0727334       9.1864912
2.750       5.6548668       1.0465186       9.5870356
2.750       5.7805305       1.0215758       9.9964077
2.750       5.9061942      0.97790537       10.206815
2.750       6.0318579      0.95906705       10.662831
2.750       6.1575216      0.92772747       10.972574
2.750       6.2831853      0.89307912       11.222763
2.750       6.4088490      0.86711348       11.563420
2.750       6.5345127      0.84978674       12.012125
2.750       6.6601764      0.81942156       12.264076
2.750       6.7858401      0.80889207       12.804768
2.750       6.9115038      0.78663801       13.157181
2.750       7.0371675      0.78046365       13.778966
2.750       7.1628313      0.75513081       14.058747
2.750       7.2884950      0.73247945       14.367436
2.750       7.4141587      0.69981391       14.449022
2.750       7.5398224      0.69094287       15.003609
2.750       7.6654861      0.67260917       15.348012
2.750       7.7911498      0.66156216       15.850595
2.750       7.9168135      0.65952389       16.578759
2.750       8.0424772      0.62448031       16.457298
2.750       8.2938046      0.61556153       17.791114
2.750       8.5451320      0.57137612       18.061286
2.750       8.7964594      0.55340447       19.082560
2.750       9.0477868      0.53035650       19.900557
2.750       9.2991143      0.51065691       20.802916
2.750       9.5504417      0.49401259       21.801112
2.750       9.8017691      0.47659533       22.737015
2.750       10.053096      0.45964410       23.658734
2.750       10.304424      0.44564146       24.701709
2.750       10.555751      0.42177921       25.131759
2.750       10.807079      0.41207984       26.349755
2.750       11.058406      0.39876898       27.319279
2.750       11.309734      0.39208698       28.734907
2.750       11.561061      0.37481901       29.341678
2.750       11.812388      0.36305432       30.314822
2.750       12.063716      0.35636637       31.696423
2.750       12.315043      0.34793116       32.920878
2.750       12.566371      0.33068587       33.244170
2.750       12.817698      0.32462202       34.632061
2.750       13.069025      0.31108308       35.178415
2.750       13.320353      0.31098538       37.235519
2.750       13.571680      0.29796655       37.734502
2.750       13.823008      0.28816340       38.558197
2.750       14.074335      0.27785634       39.244087
2.750       14.325663      0.26989587       40.198574
2.750       14.576990      0.26676277       41.859982
2.750       14.828317      0.26005146       42.954153
2.750       15.079645      0.25137106       43.667554
2.750       15.330972      0.24828072       45.323384
2.750       15.582300      0.23615661       45.265259
2.750       15.833627      0.23356615       46.970089
2.750       16.084954      0.22766953       47.999274
2.750       16.587609      0.21418494       49.523415
2.750       17.090264      0.20658107       52.240473
2.750       17.592919      0.19759491       54.507931
2.750       18.095574      0.18693916       56.116116
2.750       18.598229      0.17935250       58.451065
2.750       19.100883      0.17121718       60.447448
2.750       19.603538      0.16235647       61.964541
2.750       20.106193      0.15704773       64.668302
2.750       20.608848      0.15263192       67.682556
2.750       21.111503      0.15071395       71.842451
2.750       21.614157      0.14459218       73.965637
2.750       22.116812      0.13744162       75.327947
2.750       22.619467      0.13077147       76.670869
2.750       23.122122      0.12430723       77.848403
2.750       23.624777      0.12309996       82.230192
2.750       24.127432      0.11753100       83.628817
2.750       24.630086      0.11428530       86.508434
2.750       25.132741      0.10966303       88.196245
2.750       25.635396      0.10886991       92.917648
2.750       26.138051      0.10506274       95.047033
2.750       26.640706      0.10230206       97.992265
2.750       27.143361     0.097060977       98.334466
2.750       27.646015     0.093186718       99.752069
2.750       28.148670     0.091363925       103.23302
2.750       28.651325     0.088187256       105.07762
2.750       29.153980     0.087446895       109.77620
2.750       29.656635     0.085597538       113.10899
2.750       30.159289     0.082220231       114.26475
2.750       30.661944     0.077795212       113.61147
2.750       31.164599     0.076616711       117.48391
2.750       31.667254     0.076607238       123.24556
2.750       32.169909     0.073051880       123.21147
2.750       33.175218     0.068890145       127.42913
2.750       34.180528     0.065909625       133.33845
2.750       35.185838     0.064004330       141.24832
2.750       36.191147     0.061795665       148.40049
2.750       37.196457     0.057330712       149.47285
2.750       38.201767     0.057393370       162.09974
2.750       39.207076     0.053465953       163.24540
2.750       40.212386     0.050433791       166.13893
2.750       41.217696     0.047279756       167.72454
2.750       42.223005     0.045824256       174.74836
2.750       43.228315     0.045032039       184.28789
2.750       44.233625     0.042589497       186.73699
2.750       45.238934     0.041676610       195.47884
2.750       46.244244     0.039796117       199.38111
2.750       47.249554     0.038129660       203.76346
2.750       48.254863     0.037696336       214.58169
2.750       49.260173     0.036451119       220.73384
2.750       50.265482     0.035348451       227.43129
2.750       51.270792     0.032576197       222.42353
2.750       52.276102     0.032222009       233.20210
2.750       53.281411     0.032200775       246.75374
2.750       54.286721     0.031135459       252.35177
2.750       55.292031     0.029575592       253.27442
2.750       56.297340     0.029642689       267.94860
2.750       57.302650     0.028339528       270.13882
2.750       58.307960     0.027509439       276.27114
2.750       59.313269     0.026413873       279.22734
2.750       60.318579     0.025250448       280.73248
2.750       61.323889     0.024891763       290.81377
2.750       62.329198     0.023660515       290.24790
2.750       63.334508     0.023403227       301.20848
2.750       64.339818     0.022838712       308.16360
2.750       66.350437     0.021756649       321.95385
2.750       68.361056     0.021989096       355.88029
2.750       70.371675     0.019417771       342.81776
2.750       72.382295     0.019142866       367.76828
2.750       74.392914     0.018087133       377.25474
2.750       76.403533     0.016672388       376.71107
2.750       78.414153     0.015958204       389.79622
2.750       80.424772     0.014688577       387.09672
2.750       82.435391     0.014470378       410.66837
2.750       84.446011     0.014256401       434.92820
2.750       86.456630     0.012881664       421.73257
2.750       88.467249     0.013513363       474.00320
2.750       90.477868     0.012141074       455.56930
2.750       92.488488     0.012025289       481.97978
2.750       94.499107     0.011352001       485.31733
2.750       96.509726     0.010935424       497.98832
2.750       98.520346     0.010157597       492.08375
2.750       100.53096     0.010049735       517.27850
2.750       102.54158    0.0097514168       532.64523
2.750       104.55220    0.0088912075       514.79056
2.750       106.56282    0.0092082974       564.50363
2.750       108.57344    0.0082788363       536.79736
2.750       110.58406    0.0084718952       580.40139
2.750       112.59468    0.0087143848       630.17419
2.750       114.60530    0.0072729494       554.61924
2.750       116.61592    0.0067255313       540.34405
2.750       118.62654    0.0075120783       635.29574
2.750       120.63716    0.0068114173       605.83037
2.750       122.64778    0.0063681202       595.19676
2.750       124.65840    0.0062208426       610.49777
2.750       126.66902    0.0064739683       666.57960
2.750       128.67964    0.0058189584       628.12340
2.750       132.70087    0.0061465682       727.65298
2.750       136.72211    0.0051714684       669.57682
2.750       140.74335    0.0041887042       591.60742
2.750       144.76459    0.0044980662       691.32638
2.750       148.78583    0.0037705635       629.16016
2.750       152.80707    0.0034687394       627.00679
2.750       156.82831    0.0039965375       780.95768
2.750       160.84954    0.0027166004       572.73736
2.750       164.87078    0.0036218856       822.31098
2.750       168.89202    0.0031976989       780.43229
2.750       172.91326    0.0026645526       697.87790
2.750       176.93450    0.0027590069       774.21324
2.750       180.95574    0.0032674326       980.83050
2.750       184.97698    0.0023131916       741.71130
2.750       188.99821    0.0024753164       846.59184
2.750       193.01945    0.0027139558       988.72671
2.750       197.04069    0.0021018479       814.59043
2.750       201.06193    0.0024724467       1018.0913
2.750       205.08317    0.0016288714       711.78220
