# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
3.000       20.608848     0.055273940       24.510480
3.000       21.111503     0.051038914       24.329272
3.000       21.614157     0.048349615       24.733080
3.000       22.116812     0.045394546       24.879493
3.000       22.619467     0.043191820       25.323217
3.000       23.122122     0.040435655       25.323154
3.000       23.624777     0.039775861       26.570088
3.000       24.127432     0.035505573       25.263881
3.000       24.630086     0.033897520       25.658779
3.000       25.132741     0.032024056       25.755274
3.000       25.635396     0.029710129       25.356826
3.000       26.138051     0.029205665       26.421469
3.000       26.640706     0.027128744       25.985862
3.000       27.143361     0.024841250       25.167180
3.000       27.646015     0.024657597       26.394817
3.000       28.148670     0.023356837       26.391127
3.000       28.651325     0.022559277       26.880019
3.000       29.153980     0.021846512       27.424954
3.000       29.656635     0.019843686       26.221541
3.000       30.159289     0.019385235       26.940438
3.000       30.661944     0.018276815       26.691307
3.000       31.164599     0.017621054       27.020089
3.000       31.667254     0.016981064       27.319100
3.000       32.169909     0.015808287       26.662727
3.000       33.175218     0.014581263       26.971604
3.000       34.180528     0.013066479       26.434137
3.000       35.185838     0.011625397       25.655574
3.000       36.191147     0.010772102       25.868889
3.000       37.196457     0.010514242       27.412771
3.000       38.201767    0.0087924374       24.833040
3.000       39.207076    0.0076881428       23.473891
3.000       40.212386    0.0086710675       28.564219
3.000       41.217696    0.0077443021       27.472847
3.000       42.223005    0.0079555642       30.338120
3.000       43.228315    0.0060907429       24.925590
3.000       44.233625    0.0062055057       27.208526
3.000       45.238934    0.0051111303       23.973106
3.000       46.244244    0.0046107543       23.100176
3.000       47.249554    0.0048771005       26.063041
3.000       48.254863    0.0044991114       25.610631
3.000       49.260173    0.0039314601       23.807398
3.000       50.265482    0.0040514577       26.067005
3.000       51.270792    0.0029233531       19.960050
3.000       52.276102    0.0031765487       22.989809
3.000       53.281411    0.0028552422       21.879650
3.000       54.286721    0.0027490092       22.280621
3.000       55.292031    0.0027268148       23.351432
3.000       56.297340    0.0024709393       22.335515
3.000       57.302650    0.0019768629       18.843906
3.000       58.307960    0.0019169331       19.251331
3.000       59.313269    0.0025328303       26.775151
3.000       60.318579    0.0011090422       12.330243
3.000       61.323889    0.0017395904       20.323866
3.000       62.329198    0.0012510164       15.346448
3.000       63.334508    0.0017797157       22.905622
3.000       64.339818    0.0015072616       20.337537
3.000       66.350437    0.0016577806       24.531758
3.000       68.361056    0.0017719057       28.677227
3.000       70.371675    0.0013324622       23.524415
3.000       72.382295    0.0011721793       22.519635
3.000       74.392914   0.00028160754       5.8736660
3.000       76.403533   0.00056156631       12.688539
3.000       78.414153    0.0016126739       39.391288
3.000       80.424772    0.0012232987       32.238310
3.000       82.435391  -0.00011280797      -3.2014828
3.000       84.446011   0.00063495480       19.370930
3.000       86.456630    0.0012757781       41.767675
3.000       88.467249   0.00088316225       30.978353
3.000       90.477868    0.0012690578       47.618834
3.000       92.488488   0.00068731787       27.548054
3.000       94.499107   1.2831356e-05      0.54856228
3.000       96.509726   0.00074138736       33.762041
3.000       98.520346  -0.00078243713      -37.905086
3.000       100.53096   0.00027502892       14.156248
3.000       102.54158   0.00078644662       42.957557
3.000       104.55220  -3.7417075e-05      -2.1664051
3.000       106.56282  -2.7767535e-08   -0.0017022555
3.000       108.57344  -6.3192343e-05      -4.0973734
3.000       110.58406  -0.00020889938      -14.311496
3.000       112.59468   0.00012738115       9.2114721
3.000       114.60530   0.00095429445       72.772411
3.000       116.61592  -0.00011729695      -9.4238963
3.000       118.62654  -0.00023417784      -19.804398
3.000       120.63716  -0.00013434812      -11.949374
3.000       122.64778   0.00012292155       11.488871
3.000       124.65840   0.00039807312       39.065890
3.000       126.66902   2.2370615e-05       2.3033470
3.000       128.67964   5.7274778e-05       6.1824859
3.000       132.70087   -0.0016880475      -199.83717
3.000       136.72211   0.00094517320       122.37647
3.000       140.74335   0.00094195382       133.04040
3.000       144.76459   0.00014758454       22.682878
3.000       148.78583    0.0010048269       167.66647
3.000       152.80707   -0.0013899248      -251.24179
3.000       156.82831   0.00053230623       104.01720
3.000       160.84954   0.00011202246       23.617550
3.000       164.87078   0.00046451392       105.46299
3.000       168.89202  -0.00053895578      -131.53787
3.000       172.91326  -0.00097904371      -256.42315
3.000       176.93450   0.00054526241       153.00773
3.000       180.95574   0.00017907714       53.756066
3.000       184.97698   0.00024795005       79.503727
3.000       188.99821  -2.0095105e-05      -6.8727988
3.000       193.01945  -0.00046884872      -170.80722
3.000       197.04069  -0.00052629003      -203.96853
3.000       201.06193   0.00035724707       147.10535
3.000       205.08317  -0.00052040519      -227.40601
3.000       209.10441  -0.00068514660      -317.35352
3.000       213.12565  -0.00080796508      -396.25065
3.000       217.14688   0.00020812493       107.95808
3.000       221.16812  -0.00015916787      -87.235503
3.000       225.18936  -0.00017261490      -99.860138
3.000       229.21060  -0.00068196567      -416.04170
3.000       233.23184  -0.00035712056      -229.53484
3.000       237.25308  -0.00045725406      -309.35945
3.000       241.27432   0.00034237427       243.61535
3.000       245.29555  -0.00066455541      -496.90171
3.000       249.31679  -7.9331460e-05      -62.283112
3.000       253.33803  -0.00059913214      -493.50784
3.000       257.35927  -7.3526735e-05      -63.494337
3.000       265.40175   0.00024813044       234.99663
3.000       273.44422  -0.00027549222      -285.35525
3.000       281.48670   0.00017715544       200.16973
3.000       289.52918   0.00060991253       749.91981
3.000       297.57166   0.00012188838       162.70738
3.000       305.61413   0.00050779119       734.30372
3.000       313.65661  -0.00042263541      -660.69266
3.000       321.69909   0.00083033049       1400.4601
3.000       329.74156  -0.00044794187      -813.60386
3.000       337.78404   1.9388081e-05       37.854932
3.000       345.82652  -0.00022410970      -469.57589
3.000       353.86900  -9.3948996e-05      -210.90649
3.000       361.91147  -0.00029847261      -716.77326
3.000       369.95395  -0.00086199519      -2211.1495
3.000       377.99643  -0.00030677394      -839.36684
3.000       386.03891  -0.00063693268      -1856.3378
3.000       394.08138  -0.00035990234      -1115.8676
3.000       402.12386  -0.00036040339      -1187.2404
3.000       410.16634  -0.00072626013      -2538.8819
3.000       418.20881  -0.00023431971      -868.27767
3.000       426.25129  -0.00043827385      -1719.5426
3.000       434.29377  -0.00043256265      -1795.0232
3.000       442.33625  -0.00064993272      -2849.6810
3.000       450.37872   0.00017483390       809.15084
3.000       458.42120  -0.00044464550      -2170.0925
3.000       466.46368   0.00077125215       3965.7026
3.000       474.50615  -0.00030434979      -1647.2853
3.000       482.54863  -0.00083267890      -4739.9208
3.000       490.59111   1.1213308e-05       67.075364
3.000       498.63359   8.1219168e-05       510.12121
3.000       506.67606   0.00010410719       686.02850
3.000       514.71854  -0.00071418846      -4933.9248
2.750     0.015707963       1272.9128   0.00024993585
2.750     0.031415927       3080.4506    0.0048387604
2.750     0.047123890       1588.3373    0.0084204712
2.750     0.062831853       1243.6711     0.015628432
2.750     0.078539816       923.91492     0.022676284
2.750     0.094247780       745.97811     0.031638051
2.750      0.10995574       602.48736     0.040576254
2.750      0.12566371       512.69117     0.051541338
2.750      0.14137167       371.29673     0.053146974
2.750      0.15707963       333.61208     0.065504579
2.750      0.17278760       287.39532     0.075108248
2.750      0.18849556       253.52143     0.086017795
2.750      0.20420352       223.55921     0.096438961
2.750      0.21991149       202.26707      0.10897809
2.750      0.23561945       175.01573      0.11597937
2.750      0.25132741       159.43712      0.12822694
2.750      0.26703538       137.56218      0.13270146
2.750      0.28274334       124.88496      0.14300708
2.750      0.29845130       111.50534      0.15017109
2.750      0.31415927       100.17644      0.15735678
2.750      0.32986723       91.852431      0.16702383
2.750      0.34557519       82.945214      0.17341604
2.750      0.36128316       78.451967      0.18742056
2.750      0.37699112       70.803418      0.19218427
2.750      0.39269908       66.084082      0.20274342
2.750      0.40840704       62.691572      0.21635109
2.750      0.42411501       57.939286      0.22392074
2.750      0.43982297       54.485587      0.23484733
2.750      0.45553093       50.737903      0.24297209
2.750      0.47123890       47.933342      0.25411562
2.750      0.48694686       44.002759      0.25739190
2.750      0.50265482       42.183393      0.27140718
2.750      0.51836279       39.617661      0.27955067
2.750      0.53407075       37.706446      0.29099280
2.750      0.54977871       35.938175      0.30254504
2.750      0.56548668       34.455380      0.31564174
2.750      0.58119464       32.334371      0.32158773
2.750      0.59690260       30.609524      0.32978982
2.750      0.61261057       29.197237      0.34006777
2.750      0.62831853       27.847064      0.34993653
2.750      0.64402649       26.552028      0.35931815
2.750      0.65973446       25.041658      0.36428463
2.750      0.67544242       24.515246      0.38271151
2.750      0.69115038       23.466916      0.39250387
2.750      0.70685835       22.860274      0.40902406
2.750      0.72256631       21.352452      0.40808548
2.750      0.73827427       20.960853      0.42729952
2.750      0.75398224       20.093521      0.43632456
2.750      0.76969020       19.556767      0.45176771
2.750      0.78539816       18.711883      0.45925870
2.750      0.80110613       18.017557      0.46928463
2.750      0.81681409       17.446593      0.48167105
2.750      0.83252205       16.765164      0.49007811
2.750      0.84823002       16.233643      0.50191151
2.750      0.86393798       15.735841      0.51405301
2.750      0.87964594       15.186244      0.52365390
2.750      0.89535391       14.714279      0.53504886
2.750      0.91106187       14.423929      0.55258290
2.750      0.92676983       13.827943      0.55762663
2.750      0.94247780       13.351916      0.56627481
2.750      0.95818576       12.960898      0.57763632
2.750      0.97389372       12.787543      0.59840068
2.750      0.98960169       12.379745      0.60780354
2.750       1.0053096       12.019651      0.61867373
2.750       1.0367256       11.620890      0.65599587
2.750       1.0681415       10.655360      0.65784677
2.750       1.0995574       10.336373      0.69613293
2.750       1.1309734       9.5960266      0.70326471
2.750       1.1623893       9.2203726      0.73362399
2.750       1.1938052       8.9226814      0.76907032
2.750       1.2252211       8.5611352      0.79771003
2.750       1.2566371       8.2400007      0.82837522
2.750       1.2880530       7.8044610      0.84491761
2.750       1.3194689       7.4889154      0.87153869
2.750       1.3508848       7.2949263      0.91105827
2.750       1.3823008       7.0065661      0.93752559
2.750       1.4137167       6.8589527      0.98178236
2.750       1.4451326       6.4564371      0.98715715
2.750       1.4765485       6.2134028       1.0133115
2.750       1.5079645       6.1015101       1.0599391
2.750       1.5393804       5.8557009       1.0821489
2.750       1.5707963       5.7112227       1.1213960
2.750       1.6022123       5.4720708       1.1402028
2.750       1.6336282       5.2617137       1.1621364
2.750       1.6650441       5.1205362       1.1974653
2.750       1.6964600       5.0263183       1.2432290
2.750       1.7278760       4.9208805       1.2860290
2.750       1.7592919       4.6863260       1.2927557
2.750       1.7907078       4.6559641       1.3544222
2.750       1.8221237       4.4984173       1.3786804
2.750       1.8535397       4.3865038       1.4151238
2.750       1.8849556       4.2676920       1.4479938
2.750       1.9163715       4.1576026       1.4823555
2.750       1.9477874       4.0480231       1.5154371
2.750       1.9792034       3.9202939       1.5397852
2.750       2.0106193       3.8634701       1.5908797
2.750       2.0734512       3.6298171       1.6392169
2.750       2.1362830       3.5317667       1.7443701
2.750       2.1991149       3.3771806       1.8195680
2.750       2.2619467       3.2089331       1.8813865
2.750       2.3247786       3.1284540       1.9913372
2.750       2.3876104       2.9413816       2.0282058
2.750       2.4504423       2.8187590       2.1011721
2.750       2.5132741       2.7520859       2.2133588
2.750       2.5761060       2.6624122       2.3058802
2.750       2.6389378       2.5369861       2.3619779
2.750       2.7017697       2.4552332       2.4530589
2.750       2.7646015       2.4089383       2.5786569
2.750       2.8274334       2.3122646       2.6477986
2.750       2.8902652       2.2686561       2.7749300
2.750       2.9530971       2.1608231       2.8191791
2.750       3.0159289       2.1307093       2.9611321
2.750       3.0787608       2.0304651       3.0018822
2.750       3.1415927       2.0189504       3.1713599
2.750       3.2044245       1.9574012       3.2628735
2.750       3.2672564       1.8931944       3.3451461
2.750       3.3300882       1.8221906       3.4090335
2.750       3.3929201       1.7717543       3.5058605
2.750       3.4557519       1.7244766       3.6054148
2.750       3.5185838       1.6991771       3.7498387
2.750       3.5814156       1.6496962       3.8391793
2.750       3.6442475       1.6117642       3.9518036
2.750       3.7070793       1.5653053       4.0398473
2.750       3.7699112       1.5411393       4.1831700
2.750       3.8327430       1.4901047       4.2502664
2.750       3.8955749       1.4556747       4.3596265
2.750       3.9584067       1.4157924       4.4486793
2.750       4.0212386       1.3984517       4.6067776
2.750       4.1469023       1.3298193       4.8043462
2.750       4.2725660       1.2963352       5.1221691
2.750       4.3982297       1.2089096       5.2107210
2.750       4.5238934       1.1913794       5.5880135
2.750       4.6495571       1.1260085       5.7338548
2.750       4.7752208       1.0855786       5.9884155
2.750       4.9008845       1.0509284       6.2671028
2.750       5.0265482       1.0118398       6.5101586
2.750       5.1522120      0.96396332       6.6790075
2.750       5.2778757      0.92268590       6.8722920
2.750       5.4035394      0.89777866       7.1758689
2.750       5.5292031      0.85397536       7.3131288
2.750       5.6548668      0.83314383       7.6323341
2.750       5.7805305      0.81398698       7.9650921
2.750       5.9061942      0.78113251       8.1530130
2.750       6.0318579      0.75933627       8.4422403
2.750       6.1575216      0.72122623       8.5302077
2.750       6.2831853      0.69582058       8.7439393
2.750       6.4088490      0.67465399       8.9968706
2.750       6.5345127      0.65442008       9.2505275
2.750       6.6601764      0.64045709       9.5855602
2.750       6.7858401      0.61592850       9.7501529
2.750       6.9115038      0.59747042       9.9931943
2.750       7.0371675      0.59217203       10.454706
2.750       7.1628313      0.56565496       10.531155
2.750       7.2884950      0.54577060       10.705180
2.750       7.4141587      0.52681257       10.877072
2.750       7.5398224      0.51354696       11.151512
2.750       7.6654861      0.49913470       11.389565
2.750       7.7911498      0.48421993       11.601592
2.750       7.9168135      0.47164170       11.855877
2.750       8.0424772      0.45385919       11.960819
2.750       8.2938046      0.43624151       12.608361
2.750       8.5451320      0.40344611       12.752993
2.750       8.7964594      0.38605219       13.311898
2.750       9.0477868      0.36940985       13.861359
2.750       9.2991143      0.34886955       14.212094
2.750       9.5504417      0.34053183       15.027901
2.750       9.8017691      0.32079779       15.304355
2.750       10.053096      0.31260947       16.090589
2.750       10.304424      0.29101267       16.130703
2.750       10.555751      0.28537128       17.003878
2.750       10.807079      0.26364481       16.858325
2.750       11.058406      0.26133047       17.903499
2.750       11.309734      0.25081042       18.381162
2.750       11.561061      0.24309318       19.029883
2.750       11.812388      0.23209827       19.380069
2.750       12.063716      0.22383141       19.908319
2.750       12.315043      0.21792186       20.619536
2.750       12.566371      0.20521004       20.629963
2.750       12.817698      0.19634912       20.947361
2.750       13.069025      0.19167784       21.675632
2.750       13.320353      0.18462826       22.106277
2.750       13.571680      0.17490501       22.149982
2.750       13.823008      0.17141583       22.936589
2.750       14.074335      0.16202414       22.884090
2.750       14.325663      0.15720758       23.414661
2.750       14.576990      0.14961542       23.477410
2.750       14.828317      0.14867378       24.557280
2.750       15.079645      0.14214138       24.692446
2.750       15.330972      0.13648840       24.915815
2.750       15.582300      0.13009388       24.935712
2.750       15.833627      0.12937735       26.017750
2.750       16.084954      0.12090424       25.490085
2.750       16.587609      0.10962896       25.348190
2.750       17.090264      0.10699562       27.057184
2.750       17.592919     0.097921752       27.012398
2.750       18.095574     0.094112242       28.250976
2.750       18.598229     0.084128690       27.417580
2.750       19.100883     0.079433492       28.043633
2.750       19.603538     0.076496110       29.195304
2.750       20.106193     0.071248673       29.338410
2.750       20.608848     0.064821748       28.744326
2.750       21.111503     0.062205977       29.652397
2.750       21.614157     0.058360860       29.854299
2.750       22.116812     0.057486350       31.506676
2.750       22.619467     0.053324415       31.263922
2.750       23.122122     0.050189818       31.431778
2.750       23.624777     0.048288239       32.256316
2.750       24.127432     0.043675469       31.077145
2.750       24.630086     0.042823239       32.415116
2.750       25.132741     0.039438207       31.718088
2.750       25.635396     0.037138365       31.696633
2.750       26.138051     0.035350746       31.980735
2.750       26.640706     0.033536826       32.123983
2.750       27.143361     0.032104817       32.526049
2.750       27.646015     0.031639210       33.868310
2.750       28.148670     0.029106535       32.887769
2.750       28.651325     0.026136568       31.142462
2.750       29.153980     0.025980725       32.614827
2.750       29.656635     0.024139588       31.898166
2.750       30.159289     0.023662030       32.884071
2.750       30.661944     0.022255184       32.501284
2.750       31.164599     0.021475280       32.930152
2.750       31.667254     0.020020700       32.209259
2.750       32.169909     0.019744959       33.302434
2.750       33.175218     0.016857939       31.182871
2.750       34.180528     0.016089727       32.550319
2.750       35.185838     0.015268946       33.696362
2.750       36.191147     0.014748065       35.417047
2.750       37.196457     0.012846591       33.493682
2.750       38.201767     0.010401202       29.376777
2.750       39.207076    0.0099911789       30.505656
2.750       40.212386    0.0087153541       28.710108
2.750       41.217696    0.0084679282       30.039905
2.750       42.223005    0.0082305465       31.386750
2.750       43.228315    0.0067342339       27.558995
2.750       44.233625    0.0067636884       29.655922
2.750       45.238934    0.0062285264       29.214110
2.750       46.244244    0.0068854991       34.496794
2.750       47.249554    0.0053996690       28.855628
2.750       48.254863    0.0048490190       27.602436
2.750       49.260173    0.0054468363       32.983928
2.750       50.265482    0.0036108527       23.232160
2.750       51.270792    0.0040581885       27.708471
2.750       52.276102    0.0041868560       30.301761
2.750       53.281411    0.0028148747       21.570315
2.750       54.286721    0.0034182390       27.704704
2.750       55.292031    0.0035523606       30.421101
2.750       56.297340    0.0034517228       31.201092
2.750       57.302650    0.0031976797       30.481009
2.750       58.307960    0.0024006899       24.109592
2.750       59.313269    0.0026171019       27.666007
2.750       60.318579    0.0025501106       28.351927
2.750       61.323889    0.0023622000       27.597897
2.750       62.329198    0.0018552717       22.758960
2.750       63.334508    0.0013059549       16.808139
2.750       64.339818    0.0017088186       23.057154
2.750       66.350437    0.0012534871       18.549042
2.750       68.361056   2.5802325e-05      0.41759510
2.750       70.371675    0.0019216317       33.926111
2.750       72.382295    0.0014355269       27.579008
2.750       74.392914    0.0024060400       50.184294
2.750       76.403533    0.0019430448       43.902919
2.750       78.414153    0.0016683789       40.751943
2.750       80.424772   0.00045699516       12.043463
2.750       82.435391   4.9766441e-05       1.4123683
2.750       84.446011   0.00085499218       26.083737
2.750       86.456630   0.00054154024       17.729476
2.750       88.467249   0.00065668533       23.034306
2.750       90.477868   0.00073432795       27.554174
2.750       92.488488  -9.1322212e-05      -3.6602413
2.750       94.499107  -9.8930028e-05      -4.2294267
2.750       96.509726    0.0012911682       58.798510
2.750       98.520346   0.00032758830       15.869981
2.750       100.53096  -7.0260287e-05      -3.6164272
2.750       102.54158  -0.00015174919      -8.2888962
2.750       104.55220   0.00073468433       42.537367
2.750       106.56282  -0.00061856178      -37.920189
2.750       108.57344  -0.00063359343      -41.082015
2.750       110.58406  -2.9137725e-05      -1.9961975
2.750       112.59468  -0.00014284577      -10.329784
2.750       114.60530   0.00012325795       9.3993819
2.750       116.61592  -0.00054849674      -44.067441
2.750       118.62654   4.9639239e-05       4.1979856
2.750       120.63716   0.00027369307       24.343183
2.750       122.64778  -0.00033496106      -31.307157
2.750       124.65840   0.00050782558       49.836719
2.750       126.66902   0.00014812004       15.250893
2.750       128.67964   0.00046277776       49.954222
2.750       132.70087   0.00020564889       24.345459
2.750       136.72211  -0.00093176848      -120.64090
2.750       140.74335   0.00061656128       87.082355
