# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.750       21.614157     0.099622929       50.961769
2.750       22.116812     0.095427863       52.301369
2.750       22.619467     0.091442328       53.612325
2.750       23.122122     0.088364840       55.339192
2.750       23.624777     0.084512059       56.453657
2.750       24.127432     0.078823175       56.086387
2.750       24.630086     0.075497553       57.147988
2.750       25.132741     0.073971901       59.491732
2.750       25.635396     0.070297052       59.996714
2.750       26.138051     0.067745819       61.287563
2.750       26.640706     0.065344941       62.592083
2.750       27.143361     0.063350697       64.181890
2.750       27.646015     0.060939239       65.232634
2.750       28.148670     0.057861381       65.378161
2.750       28.651325     0.056159543       66.915689
2.750       29.153980     0.054686734       68.650830
2.750       29.656635     0.052106221       68.853408
2.750       30.159289     0.050645360       70.383885
2.750       30.661944     0.049347897       72.067255
2.750       31.164599     0.048197708       73.906269
2.750       31.667254     0.047080454       75.742933
2.750       32.169909     0.045501368       76.743959
2.750       33.175218     0.041682357       77.101691
2.750       34.180528     0.041096528       83.140322
2.750       35.185838     0.038982332       86.028382
2.750       36.191147     0.035751602       85.856428
2.750       37.196457     0.034355778       89.572516
2.750       38.201767     0.033180731       93.714448
2.750       39.207076     0.032059298       97.885337
2.750       40.212386     0.031363945       103.31907
2.750       41.217696     0.028173828       99.946418
2.750       42.223005     0.028282231       107.85278
2.750       43.228315     0.027875588       114.07729
2.750       44.233625     0.026435036       115.90649
2.750       45.238934     0.025843824       121.21717
2.750       46.244244     0.025485776       127.68538
2.750       47.249554     0.024325709       129.99567
2.750       48.254863     0.023220885       132.18199
2.750       49.260173     0.022976402       139.13618
2.750       50.265482     0.022407746       144.17103
2.750       51.270792     0.022632620       154.53084
2.750       52.276102     0.021652352       156.70574
2.750       53.281411     0.021352433       163.62317
2.750       54.286721     0.020453316       165.77339
2.750       55.292031     0.020471332       175.30891
2.750       56.297340     0.020202668       182.61760
2.750       57.302650     0.019875064       189.45363
2.750       58.307960     0.019882235       199.67284
2.750       59.313269     0.019224276       203.22439
2.750       60.318579     0.018908593       210.22424
2.750       61.323889     0.018013872       210.45846
2.750       62.329198     0.018362810       225.25997
2.750       63.334508     0.018504344       238.15799
2.750       64.339818     0.018192420       245.47101
2.750       66.350437     0.018354108       271.60321
2.750       68.361056     0.017331278       280.49631
2.750       70.371675     0.017052206       301.05407
2.750       72.382295     0.015825002       304.02624
2.750       74.392914     0.016658693       347.46087
2.750       76.403533     0.016357839       369.60389
2.750       78.414153     0.016666322       407.09276
2.750       80.424772     0.014905156       392.80435
2.750       82.435391     0.016165569       458.77776
2.750       84.446011     0.015265859       465.72432
2.750       86.456630     0.014858122       486.43978
2.750       88.467249     0.014897786       522.56408
2.750       90.477868     0.014641844       549.40565
2.750       92.488488     0.013421830       537.95384
2.750       94.499107     0.014117615       603.55203
2.750       96.509726     0.014907902       678.89097
2.750       98.520346     0.014874789       720.60764
2.750       100.53096     0.014269833       734.49479
2.750       102.54158     0.013994485       764.41159
2.750       104.55220     0.013999918       810.57898
2.750       106.56282     0.012983915       795.96335
2.750       108.57344     0.014033855       909.95111
2.750       110.58406     0.012939682       886.48514
2.750       112.59468     0.013933366       1007.5809
2.750       114.60530     0.013133730       1001.5496
2.750       116.61592     0.013192156       1059.8870
2.750       118.62654     0.012567740       1062.8526
2.750       120.63716     0.012295065       1093.5645
2.750       122.64778     0.013064953       1221.1167
